"table_schema","table_name","model_title","column_name","ordinal_position","is_nullable","data_type","character_maximum_length","numeric_precision","numeric_scale","foreign_table_name","foreign_model_title"
"public","dag_fields","DagFields","fieldtype_title",36,"YES","character varying","100",NULL,NULL,"",""
"public","dag_fields","DagFields","foreignkey_model_title",37,"YES","character varying","200",NULL,NULL,"",""
"public","dag_fields","DagFields","model_title",38,"YES","character varying","200",NULL,NULL,"",""
"public","dag_fields","DagFields","bootstrap_columns",39,"NO","integer","",32,0,"",""
"public","dag_fieldtypes","DagFieldtypes","id",1,"NO","integer","",32,0,"",""
"public","dag_fieldtypes","DagFieldtypes","created_at",2,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","dag_fieldtypes","DagFieldtypes","updated_at",3,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","dag_fieldtypes","DagFieldtypes","title",4,"NO","character varying","100",NULL,NULL,"",""
"public","dag_fieldtypes","DagFieldtypes","model_code",5,"YES","text","",NULL,NULL,"",""
"public","dag_fieldtypes","DagFieldtypes","created_by_id",6,"YES","integer","",32,0,"auth_user","AuthUser"
"public","dag_fieldtypes","DagFieldtypes","updated_by_id",7,"YES","integer","",32,0,"auth_user","AuthUser"
"public","dag_modelfunctions","DagModelfunctions","id",1,"NO","integer","",32,0,"",""
"public","dag_modelfunctions","DagModelfunctions","created_at",2,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","dag_modelfunctions","DagModelfunctions","updated_at",3,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","dag_modelfunctions","DagModelfunctions","title",4,"NO","character varying","500",NULL,NULL,"",""
"public","dag_modelfunctions","DagModelfunctions","slug",5,"NO","character varying","500",NULL,NULL,"",""
"public","dag_modelfunctions","DagModelfunctions","code",6,"NO","text","",NULL,NULL,"",""
"public","dag_modelfunctions","DagModelfunctions","created_by_id",7,"YES","integer","",32,0,"auth_user","AuthUser"
"public","dag_modelfunctions","DagModelfunctions","model_id",8,"NO","integer","",32,0,"dag_models","DagModels"
"public","dag_modelfunctions","DagModelfunctions","updated_by_id",9,"YES","integer","",32,0,"auth_user","AuthUser"
"public","dag_models","DagModels","id",1,"NO","integer","",32,0,"",""
"public","dag_models","DagModels","created_at",2,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","dag_models","DagModels","updated_at",3,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","dag_models","DagModels","title",4,"NO","character varying","200",NULL,NULL,"",""
"public","dag_models","DagModels","verbose_name",5,"NO","character varying","200",NULL,NULL,"",""
"public","dag_models","DagModels","verbose_name_plural",6,"NO","character varying","200",NULL,NULL,"",""
"public","dag_models","DagModels","django_modeladmin",7,"NO","boolean","",NULL,NULL,"",""
"public","dag_models","DagModels","rendered_model",8,"YES","text","",NULL,NULL,"",""
"public","dag_models","DagModels","rendered_form",9,"YES","text","",NULL,NULL,"",""
"public","dag_models","DagModels","rendered_admin",10,"YES","text","",NULL,NULL,"",""
"public","dag_models","DagModels","is_empty",11,"NO","boolean","",NULL,NULL,"",""
"public","dag_models","DagModels","app_id",12,"NO","integer","",32,0,"dag_apps","DagApps"
"public","dag_models","DagModels","created_by_id",13,"YES","integer","",32,0,"auth_user","AuthUser"
"public","dag_models","DagModels","updated_by_id",14,"YES","integer","",32,0,"auth_user","AuthUser"
"public","dag_models","DagModels","app_slug",15,"NO","character varying","200",NULL,NULL,"",""
"public","dag_models","DagModels","quant",17,"NO","integer","",32,0,"",""
"public","dag_models","DagModels","django_inline_models",18,"YES","text","",NULL,NULL,"",""
"public","dag_models_inline_models","DagModelsInlineModels","id",1,"NO","integer","",32,0,"",""
"public","dag_models_inline_models","DagModelsInlineModels","from_models_id",2,"NO","integer","",32,0,"dag_models","DagModels"
"public","dag_models_inline_models","DagModelsInlineModels","to_models_id",3,"NO","integer","",32,0,"dag_models","DagModels"
"public","dag_variables","DagVariables","id",1,"NO","integer","",32,0,"",""
"public","dag_variables","DagVariables","created_at",2,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","dag_variables","DagVariables","updated_at",3,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","dag_variables","DagVariables","title",4,"NO","character varying","200",NULL,NULL,"",""
"public","dag_variables","DagVariables","key",5,"YES","text","",NULL,NULL,"",""
"public","dag_variables","DagVariables","code",6,"YES","text","",NULL,NULL,"",""
"public","dag_variables","DagVariables","created_by_id",7,"YES","integer","",32,0,"auth_user","AuthUser"
"public","dag_variables","DagVariables","updated_by_id",8,"YES","integer","",32,0,"auth_user","AuthUser"
"public","django_admin_log","DjangoAdminLog","id",1,"NO","integer","",32,0,"",""
"public","django_admin_log","DjangoAdminLog","action_time",2,"NO","timestamp with time zone","",NULL,NULL,"",""
"public","django_admin_log","DjangoAdminLog","object_id",3,"YES","text","",NULL,NULL,"",""
"public","django_admin_log","DjangoAdminLog","object_repr",4,"NO","character varying","200",NULL,NULL,"",""
"public","django_admin_log","DjangoAdminLog","action_flag",5,"NO","smallint","",16,0,"",""
"public","django_admin_log","DjangoAdminLog","change_message",6,"NO","text","",NULL,NULL,"",""
"public","django_admin_log","DjangoAdminLog","content_type_id",7,"YES","integer","",32,0,"django_content_type","DjangoContentType"
"public","django_admin_log","DjangoAdminLog","user_id",8,"NO","integer","",32,0,"auth_user","AuthUser"
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","id",1,"NO","integer","",32,0,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","path",2,"NO","character varying","255",NULL,NULL,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","depth",3,"NO","integer","",32,0,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","numchild",4,"NO","integer","",32,0,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","name",5,"NO","character varying","255",NULL,NULL,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","position",6,"NO","character varying","255",NULL,NULL,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","link_type",7,"NO","integer","",32,0,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","link",8,"YES","character varying","255",NULL,NULL,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","icon",9,"YES","character varying","255",NULL,NULL,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","valid",10,"NO","boolean","",NULL,NULL,"",""
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","content_type_id",11,"YES","integer","",32,0,"django_content_type","DjangoContentType"
"public","django_admin_settings_menu","DjangoAdminSettingsMenu","priority_level",12,"NO","integer","",32,0,"",""
"public","django_admin_settings_options","DjangoAdminSettingsOptions","id",1,"NO","integer","",32,0,"",""
"public","django_admin_settings_options","DjangoAdminSettingsOptions","option_name",2,"NO","character varying","255",NULL,NULL,"",""
"public","django_admin_settings_options","DjangoAdminSettingsOptions","option_value",3,"NO","text","",NULL,NULL,"",""
"public","django_admin_settings_options","DjangoAdminSettingsOptions","create_time",4,"NO","timestamp with time zone","",NULL,NULL,"",""
"public","django_admin_settings_options","DjangoAdminSettingsOptions","update_time",5,"NO","timestamp with time zone","",NULL,NULL,"",""
"public","django_admin_settings_options","DjangoAdminSettingsOptions","valid",6,"NO","boolean","",NULL,NULL,"",""
"public","django_content_type","DjangoContentType","id",1,"NO","integer","",32,0,"",""
"public","django_content_type","DjangoContentType","app_label",3,"NO","character varying","100",NULL,NULL,"",""
"public","django_content_type","DjangoContentType","model",4,"NO","character varying","100",NULL,NULL,"",""
"public","django_migrations","DjangoMigrations","id",1,"NO","integer","",32,0,"",""
"public","django_migrations","DjangoMigrations","app",2,"NO","character varying","255",NULL,NULL,"",""
"public","django_migrations","DjangoMigrations","name",3,"NO","character varying","255",NULL,NULL,"",""
"public","django_migrations","DjangoMigrations","applied",4,"NO","timestamp with time zone","",NULL,NULL,"",""
"public","django_session","DjangoSession","session_key",1,"NO","character varying","40",NULL,NULL,"",""
"public","django_session","DjangoSession","session_data",2,"NO","text","",NULL,NULL,"",""
"public","django_session","DjangoSession","expire_date",3,"NO","timestamp with time zone","",NULL,NULL,"",""
"public","esocial_dicionario","EsocialDicionario","id",1,"NO","integer","",32,0,"",""
"public","esocial_dicionario","EsocialDicionario","created_at",2,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","esocial_dicionario","EsocialDicionario","updated_at",3,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","esocial_dicionario","EsocialDicionario","registro_campo",4,"NO","character varying","150",NULL,NULL,"",""
"public","esocial_dicionario","EsocialDicionario","slug",5,"YES","character varying","150",NULL,NULL,"",""
"public","esocial_dicionario","EsocialDicionario","descricao",6,"YES","text","",NULL,NULL,"",""
"public","esocial_dicionario","EsocialDicionario","quant",7,"NO","integer","",32,0,"",""
"public","esocial_dicionario","EsocialDicionario","created_by_id",8,"YES","integer","",32,0,"auth_user","AuthUser"
"public","esocial_dicionario","EsocialDicionario","updated_by_id",9,"YES","integer","",32,0,"auth_user","AuthUser"
"public","esocial_leiaute","EsocialLeiaute","id",1,"NO","integer","",32,0,"",""
"public","esocial_leiaute","EsocialLeiaute","created_at",2,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","updated_at",3,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","evento",4,"NO","character varying","500",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","numero",5,"NO","integer","",32,0,"",""
"public","esocial_leiaute","EsocialLeiaute","registro_campo",6,"NO","character varying","100",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","registro_pai",7,"NO","character varying","100",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","elemento",8,"NO","character varying","2",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","tipo",9,"YES","character varying","1",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","ocorrencias",10,"NO","character varying","10",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","tamanho",11,"YES","integer","",32,0,"",""
"public","esocial_leiaute","EsocialLeiaute","casas_decimais",12,"YES","integer","",32,0,"",""
"public","esocial_leiaute","EsocialLeiaute","descricao",13,"NO","text","",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","descricao_processada",14,"YES","text","",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","ind",15,"NO","character varying","1",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","app",16,"YES","character varying","50",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","model",17,"YES","character varying","50",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","field",18,"YES","character varying","50",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","foreignkey",19,"YES","character varying","50",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","verbose_name",20,"YES","character varying","500",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","code",21,"YES","character varying","200",NULL,NULL,"",""
"public","esocial_leiaute","EsocialLeiaute","created_by_id",22,"YES","integer","",32,0,"auth_user","AuthUser"
"public","esocial_leiaute","EsocialLeiaute","dicionario_id",23,"YES","integer","",32,0,"esocial_dicionario","EsocialDicionario"
"public","esocial_leiaute","EsocialLeiaute","updated_by_id",24,"YES","integer","",32,0,"auth_user","AuthUser"
"public","esocial_tabelas","EsocialTabelas","id",1,"NO","integer","",32,0,"",""
"public","esocial_tabelas","EsocialTabelas","created_at",2,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","updated_at",3,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","titulo",4,"NO","character varying","300",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","modelo",5,"NO","character varying","300",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","choices_slug",6,"NO","character varying","300",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","link",7,"YES","character varying","300",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","campos",8,"YES","character varying","300",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","cabecalho_pdf",9,"YES","character varying","300",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","conteudo_pdf",10,"YES","text","",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","cabecalho_web",11,"YES","character varying","300",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","conteudo_web",12,"YES","text","",NULL,NULL,"",""
"public","esocial_tabelas","EsocialTabelas","conteudo_web_linha",13,"YES","integer","",32,0,"",""
"public","esocial_tabelas","EsocialTabelas","tipo",14,"NO","integer","",32,0,"",""
"public","esocial_tabelas","EsocialTabelas","atualizacao_preferencial",15,"NO","integer","",32,0,"",""
"public","esocial_tabelas","EsocialTabelas","created_by_id",16,"YES","integer","",32,0,"auth_user","AuthUser"
"public","esocial_tabelas","EsocialTabelas","updated_by_id",17,"YES","integer","",32,0,"auth_user","AuthUser"
"public","esocial_tabelascampos","EsocialTabelascampos","id",1,"NO","integer","",32,0,"",""
"public","esocial_tabelascampos","EsocialTabelascampos","created_at",2,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","esocial_tabelascampos","EsocialTabelascampos","updated_at",3,"YES","timestamp with time zone","",NULL,NULL,"",""
"public","esocial_tabelascampos","EsocialTabelascampos","titulo",4,"NO","character varying","30",NULL,NULL,"",""
"public","esocial_tabelascampos","EsocialTabelascampos","tipo",5,"NO","character varying","30",NULL,NULL,"",""
"public","esocial_tabelascampos","EsocialTabelascampos","tamanho",6,"YES","integer","",32,0,"",""
"public","esocial_tabelascampos","EsocialTabelascampos","is_null",7,"NO","boolean","",NULL,NULL,"",""
"public","esocial_tabelascampos","EsocialTabelascampos","ordem",8,"YES","integer","",32,0,"",""
"public","esocial_tabelascampos","EsocialTabelascampos","created_by_id",9,"YES","integer","",32,0,"auth_user","AuthUser"
"public","esocial_tabelascampos","EsocialTabelascampos","tabela_id",10,"NO","integer","",32,0,"esocial_tabelas","EsocialTabelas"
"public","esocial_tabelascampos","EsocialTabelascampos","updated_by_id",11,"YES","integer","",32,0,"auth_user","AuthUser"
"public","institucional_efr","InstitucionalEfr","id",1,"NO","integer","",32,0,"",""
"public","institucional_efr","InstitucionalEfr","ideefr",2,"NO","character varying","1",NULL,NULL,"",""
"public","institucional_efr","InstitucionalEfr","cnpjefr",3,"YES","character varying","14",NULL,NULL,"",""
"public","institucional_efr","InstitucionalEfr","nmente",4,"NO","character varying","100",NULL,NULL,"",""
"public","institucional_efr","InstitucionalEfr","uf",5,"NO","character varying","2",NULL,NULL,"",""
"public","institucional_efr","InstitucionalEfr","prevcomp",6,"NO","character varying","1",NULL,NULL,"",""
"public","institucional_efr","InstitucionalEfr","codmunic",7,"YES","integer","",32,0,"",""
"public","institucional_efr","InstitucionalEfr","indrpps",8,"NO","character varying","1",NULL,NULL,"",""
"public","institucional_efr","InstitucionalEfr","subteto",9,"NO","integer","",32,0,"",""
"public","institucional_efr","InstitucionalEfr","vrsubteto",10,"NO","numeric","",15,2,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","id",1,"NO","integer","",32,0,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","tpinsc",2,"NO","integer","",32,0,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","nrinsc",3,"NO","character varying","15",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","inivalid",4,"NO","character varying","7",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","fimvalid",5,"YES","character varying","7",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","nmrazao",6,"YES","character varying","100",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","classtrib",7,"NO","character varying","2",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","natjurid",8,"YES","character varying","4",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","indcoop",9,"YES","integer","",32,0,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","indconstr",10,"YES","integer","",32,0,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","inddesfolha",11,"NO","integer","",32,0,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","indopccp",12,"YES","integer","",32,0,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","indporte",13,"YES","character varying","1",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","indoptregeletron",14,"NO","integer","",32,0,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","indented",15,"YES","character varying","1",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","indett",16,"YES","character varying","1",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","nrregett",17,"YES","character varying","30",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","ideminlei",18,"NO","character varying","70",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","nrcertif",19,"NO","character varying","40",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","dtemiscertif",20,"NO","date","",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","dtvenccertif",21,"NO","date","",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","nrprotrenov",22,"YES","character varying","40",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","dtprotrenov",23,"YES","date","",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","dtdou",24,"YES","date","",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","pagdou",25,"YES","integer","",32,0,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","nmctt",26,"NO","character varying","70",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","cpfctt",27,"NO","character varying","11",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","fonefixo",28,"YES","character varying","13",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","fonecel",29,"YES","character varying","13",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","email",30,"YES","character varying","60",NULL,NULL,"",""
"public","institucional_empregadores","InstitucionalEmpregadores","indsitpj",31,"NO","integer","",32,0,"",""
"public","institucional_entidadeseducativas","InstitucionalEntidadeseducativas","id",1,"NO","integer","",32,0,"",""
"public","institucional_entidadeseducativas","InstitucionalEntidadeseducativas","nrinsc",2,"NO","character varying","15",NULL,NULL,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","id",1,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","tpinsc",2,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","nrinsc",3,"NO","character varying","15",NULL,NULL,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","inivalid",4,"NO","character varying","7",NULL,NULL,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","fimvalid",5,"YES","character varying","7",NULL,NULL,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","cnaeprep",6,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","aliqrat",7,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","fap",8,"YES","numeric","",15,2,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","aliqratajust",9,"YES","numeric","",15,2,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","processorat",10,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","processofap",11,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","tpcaepf",12,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","indsubstpatrobra",13,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","regpt",14,"YES","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","contapr",15,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","nrprocjudapr",16,"YES","character varying","20",NULL,NULL,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","contented",17,"YES","character varying","1",NULL,NULL,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","contpcd",18,"NO","integer","",32,0,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","nrprocjudpcd",19,"YES","character varying","20",NULL,NULL,"",""
"public","institucional_estabelecimentos","InstitucionalEstabelecimentos","empregador_id",20,"NO","integer","",32,0,"institucional_empregadores","InstitucionalEmpregadores"
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","id",1,"NO","integer","",32,0,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","codlotacao",2,"NO","character varying","30",NULL,NULL,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","inivalid",3,"NO","character varying","7",NULL,NULL,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","fimvalid",4,"YES","character varying","7",NULL,NULL,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","tplotacao",5,"NO","character varying","2",NULL,NULL,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","tpinsc",6,"YES","integer","",32,0,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","nrinsc",7,"YES","character varying","15",NULL,NULL,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","fpas",8,"NO","integer","",32,0,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","codtercs",9,"NO","character varying","4",NULL,NULL,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","codtercssusp",10,"YES","character varying","4",NULL,NULL,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","tpinsccontrat",11,"NO","integer","",32,0,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","nrinsccontrat",12,"NO","character varying","14",NULL,NULL,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","tpinscprop",13,"NO","integer","",32,0,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","nrinscprop",14,"NO","character varying","14",NULL,NULL,"",""
"public","institucional_lotacoestributarias","InstitucionalLotacoestributarias","empregador_id",15,"NO","integer","",32,0,"institucional_empregadores","InstitucionalEmpregadores"
"public","institucional_lotacoestributariasprocessosjudiciais","InstitucionalLotacoestributariasprocessosjudiciais","id",1,"NO","integer","",32,0,"",""
"public","institucional_lotacoestributariasprocessosjudiciais","InstitucionalLotacoestributariasprocessosjudiciais","codterc",2,"NO","character varying","4",NULL,NULL,"",""
"public","institucional_lotacoestributariasprocessosjudiciais","InstitucionalLotacoestributariasprocessosjudiciais","lotacao_tributaria_id",3,"NO","integer","",32,0,"institucional_lotacoestributarias","InstitucionalLotacoestributarias"
"public","institucional_lotacoestributariasprocessosjudiciais","InstitucionalLotacoestributariasprocessosjudiciais","processo_id",4,"NO","integer","",32,0,"processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos"
"public","institucional_lotacoestributariasprocessosjudiciais","InstitucionalLotacoestributariasprocessosjudiciais","suspensao_id",5,"NO","integer","",32,0,"processos_administrativos_judiciais_suspensoes","ProcessosAdministrativosJudiciaisSuspensoes"
"public","institucional_orgaospublicos","InstitucionalOrgaospublicos","id",1,"NO","integer","",32,0,"",""
"public","institucional_orgaospublicos","InstitucionalOrgaospublicos","indugrpps",2,"NO","character varying","1",NULL,NULL,"",""
"public","institucional_orgaospublicos","InstitucionalOrgaospublicos","esferaop",3,"YES","integer","",32,0,"",""
"public","institucional_orgaospublicos","InstitucionalOrgaospublicos","poderop",4,"NO","integer","",32,0,"",""
"public","institucional_orgaospublicos","InstitucionalOrgaospublicos","nrsiafi",5,"NO","character varying","6",NULL,NULL,"",""
"public","institucional_orgaospublicos","InstitucionalOrgaospublicos","vrtetorem",6,"NO","numeric","",15,2,"",""
"public","institucional_orgaospublicos","InstitucionalOrgaospublicos","ideefr",7,"NO","character varying","1",NULL,NULL,"",""
"public","institucional_orgaospublicos","InstitucionalOrgaospublicos","efr_id",8,"YES","integer","",32,0,"institucional_efr","InstitucionalEfr"
"public","institucional_orgaospublicos","InstitucionalOrgaospublicos","empregador_id",9,"YES","integer","",32,0,"institucional_empregadores","InstitucionalEmpregadores"
"public","legado_campos","LegadoCampos","id",1,"NO","integer","",32,0,"",""
"public","legado_campos","LegadoCampos","table_schema",2,"NO","character varying","300",NULL,NULL,"",""
"public","legado_campos","LegadoCampos","table_name",3,"NO","character varying","300",NULL,NULL,"",""
"public","legado_campos","LegadoCampos","column_name",4,"NO","character varying","300",NULL,NULL,"",""
"public","legado_campos","LegadoCampos","ordinal_position",5,"NO","integer","",32,0,"",""
"public","legado_campos","LegadoCampos","is_nullable",6,"NO","character varying","3",NULL,NULL,"",""
"public","legado_campos","LegadoCampos","data_type",7,"NO","character varying","100",NULL,NULL,"",""
"public","legado_campos","LegadoCampos","character_maximum_length",8,"YES","integer","",32,0,"",""
"public","legado_campos","LegadoCampos","column_name_new",9,"YES","character varying","300",NULL,NULL,"",""
"public","legado_campos","LegadoCampos","table_name_fk",10,"YES","character varying","300",NULL,NULL,"",""
"public","legado_campos","LegadoCampos","is_fk",11,"NO","boolean","",NULL,NULL,"",""
"public","legado_campos","LegadoCampos","is_check",12,"NO","boolean","",NULL,NULL,"",""
"public","legado_campos","LegadoCampos","dicionario_id",13,"YES","integer","",32,0,"legado_dicionario","LegadoDicionario"
"public","legado_campos","LegadoCampos","tabela_id",14,"YES","integer","",32,0,"legado_tabelas","LegadoTabelas"
"public","legado_dicionario","LegadoDicionario","id",1,"NO","integer","",32,0,"",""
"public","legado_dicionario","LegadoDicionario","column_name",2,"NO","character varying","300",NULL,NULL,"",""
"public","legado_dicionario","LegadoDicionario","column_name_new",3,"YES","character varying","300",NULL,NULL,"",""
"public","legado_dicionario","LegadoDicionario","verbose_name",4,"YES","character varying","300",NULL,NULL,"",""
"public","legado_dicionario","LegadoDicionario","is_check",5,"NO","boolean","",NULL,NULL,"",""
"public","legado_tabelas","LegadoTabelas","id",1,"NO","integer","",32,0,"",""
"public","legado_tabelas","LegadoTabelas","table_schema",2,"NO","character varying","300",NULL,NULL,"",""
"public","legado_tabelas","LegadoTabelas","app",3,"YES","character varying","300",NULL,NULL,"",""
"public","legado_tabelas","LegadoTabelas","table_name",4,"NO","character varying","300",NULL,NULL,"",""
"public","legado_tabelas","LegadoTabelas","table_name_new",5,"YES","character varying","300",NULL,NULL,"",""
"public","legado_tabelas","LegadoTabelas","verbose_name",6,"YES","character varying","300",NULL,NULL,"",""
"public","legado_tabelas","LegadoTabelas","verbose_name_plural",7,"YES","character varying","300",NULL,NULL,"",""
"public","legado_tabelas","LegadoTabelas","is_check",8,"NO","boolean","",NULL,NULL,"",""
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","id",1,"NO","integer","",32,0,"",""
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","tpproc",2,"NO","integer","",32,0,"",""
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","nrproc",3,"NO","character varying","21",NULL,NULL,"",""
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","inivalid",4,"NO","character varying","7",NULL,NULL,"",""
