"table_schema","table_name","model_title","column_name","ordinal_position","is_nullable","data_type","character_maximum_length","numeric_precision","numeric_scale","foreign_table_name","foreign_model_title"
"public","sst_monitoramentodasaudedotrabalhador","SstMonitoramentodasaudedotrabalhador","categoria_id",6,"YES","integer","",32,0,"tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias"
"public","sst_monitoramentodasaudedotrabalhador","SstMonitoramentodasaudedotrabalhador","pessoa_id",7,"NO","integer","",32,0,"dados_pessoais_pessoas","DadosPessoaisPessoas"
"public","sst_monitoramentodasaudedotrabalhador","SstMonitoramentodasaudedotrabalhador","vinculo_id",8,"YES","integer","",32,0,"dados_funcionais_vinculos","DadosFuncionaisVinculos"
"public","sst_responsaveis","SstResponsaveis","id",1,"NO","integer","",32,0,"",""
"public","sst_responsaveis","SstResponsaveis","cpfresp",2,"NO","character varying","11",NULL,NULL,"",""
"public","sst_responsaveis","SstResponsaveis","nisresp",3,"NO","character varying","11",NULL,NULL,"",""
"public","sst_responsaveis","SstResponsaveis","nmresp",4,"NO","character varying","70",NULL,NULL,"",""
"public","sst_responsaveis","SstResponsaveis","ideoc",5,"NO","integer","",32,0,"",""
"public","sst_responsaveis","SstResponsaveis","dscoc",6,"YES","character varying","20",NULL,NULL,"",""
"public","sst_responsaveis","SstResponsaveis","nroc",7,"NO","character varying","14",NULL,NULL,"",""
"public","sst_responsaveis","SstResponsaveis","exposicao_riscos_id",8,"NO","integer","",32,0,"sst_exposicaoariscos","SstExposicaoariscos"
"public","sst_responsaveis","SstResponsaveis","ufoc_id",9,"NO","integer","",32,0,"tabelas_estados","TabelasEstados"
"public","tabelas_cbo","TabelasCbo","id",1,"NO","integer","",32,0,"",""
"public","tabelas_cbo","TabelasCbo","codigo",2,"NO","character varying","6",NULL,NULL,"",""
"public","tabelas_cbo","TabelasCbo","descricao",3,"NO","character varying","136",NULL,NULL,"",""
"public","tabelas_cbo","TabelasCbo","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_cbo","TabelasCbo","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_cid","TabelasCid","id",1,"NO","integer","",32,0,"",""
"public","tabelas_cid","TabelasCid","codigo",2,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_cid","TabelasCid","descricao",3,"NO","character varying","264",NULL,NULL,"",""
"public","tabelas_cid","TabelasCid","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_cid","TabelasCid","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_cid","TabelasCid","descresum",6,"NO","character varying","72",NULL,NULL,"",""
"public","tabelas_cnae","TabelasCnae","id",1,"NO","integer","",32,0,"",""
"public","tabelas_cnae","TabelasCnae","codcnae",2,"NO","character varying","7",NULL,NULL,"",""
"public","tabelas_cnae","TabelasCnae","descricao",3,"NO","character varying","178",NULL,NULL,"",""
"public","tabelas_cnae","TabelasCnae","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_cnae","TabelasCnae","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_cnae","TabelasCnae","aliquota",6,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialacidentessituacoesgeradoras","TabelasEsocialacidentessituacoesgeradoras","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialacidentessituacoesgeradoras","TabelasEsocialacidentessituacoesgeradoras","codigo",2,"NO","character varying","9",NULL,NULL,"",""
"public","tabelas_esocialacidentessituacoesgeradoras","TabelasEsocialacidentessituacoesgeradoras","descricao",3,"NO","character varying","81",NULL,NULL,"",""
"public","tabelas_esocialacidentessituacoesgeradoras","TabelasEsocialacidentessituacoesgeradoras","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialacidentessituacoesgeradoras","TabelasEsocialacidentessituacoesgeradoras","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","codigo",2,"NO","character varying","2",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","descricao",3,"NO","character varying","331",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","peraltmot",6,"YES","character varying","5",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","domestico",7,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","descresum",8,"YES","character varying","111",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","sussalmen",9,"YES","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","pagsalfam",10,"YES","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","geraremun",11,"YES","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","mei",12,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","seguradoespecial",13,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos","mpe",14,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialagentescausadoresacidentestrabalho","TabelasEsocialagentescausadoresacidentestrabalho","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialagentescausadoresacidentestrabalho","TabelasEsocialagentescausadoresacidentestrabalho","codigo",2,"NO","character varying","9",NULL,NULL,"",""
"public","tabelas_esocialagentescausadoresacidentestrabalho","TabelasEsocialagentescausadoresacidentestrabalho","descricao",3,"NO","character varying","190",NULL,NULL,"",""
"public","tabelas_esocialagentescausadoresacidentestrabalho","TabelasEsocialagentescausadoresacidentestrabalho","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialagentescausadoresacidentestrabalho","TabelasEsocialagentescausadoresacidentestrabalho","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialagentescausadoresdoencasprofissionais","TabelasEsocialagentescausadoresdoencasprofissionais","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialagentescausadoresdoencasprofissionais","TabelasEsocialagentescausadoresdoencasprofissionais","codigo",2,"NO","character varying","9",NULL,NULL,"",""
"public","tabelas_esocialagentescausadoresdoencasprofissionais","TabelasEsocialagentescausadoresdoencasprofissionais","descricao",3,"NO","character varying","948",NULL,NULL,"",""
"public","tabelas_esocialagentescausadoresdoencasprofissionais","TabelasEsocialagentescausadoresdoencasprofissionais","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialagentescausadoresdoencasprofissionais","TabelasEsocialagentescausadoresdoencasprofissionais","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","codigo",2,"NO","character varying","6",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","descricao",3,"NO","character varying","83",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","idtpevento",6,"NO","character varying","2",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","tagtpevent",7,"NO","character varying","17",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","identific",8,"NO","character varying","23",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","indchdupl",9,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","indexcl",10,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","classtrib",11,"YES","character varying","11",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","nclasstri",12,"YES","character varying","2",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","obrig_web_dom",13,"NO","character varying","8",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","obrig_lr",14,"YES","character varying","8",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","obrig_orgp",15,"YES","character varying","8",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","obrig_grupo_2",16,"YES","character varying","8",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","obrig_default_pf",17,"YES","character varying","8",NULL,NULL,"",""
"public","tabelas_esocialarquivosesocialtipos","TabelasEsocialarquivosesocialtipos","obrig_default_pj",18,"YES","character varying","8",NULL,NULL,"",""
"public","tabelas_esocialatividadespericulosasinsalubresespeciais","TabelasEsocialatividadespericulosasinsalubresespeciais","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialatividadespericulosasinsalubresespeciais","TabelasEsocialatividadespericulosasinsalubresespeciais","codigo",2,"NO","character varying","6",NULL,NULL,"",""
"public","tabelas_esocialatividadespericulosasinsalubresespeciais","TabelasEsocialatividadespericulosasinsalubresespeciais","descricao",3,"NO","character varying","2686",NULL,NULL,"",""
"public","tabelas_esocialatividadespericulosasinsalubresespeciais","TabelasEsocialatividadespericulosasinsalubresespeciais","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialatividadespericulosasinsalubresespeciais","TabelasEsocialatividadespericulosasinsalubresespeciais","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialatividadespericulosasinsalubresespeciais","TabelasEsocialatividadespericulosasinsalubresespeciais","tipo",6,"NO","character varying","159",NULL,NULL,"",""
"public","tabelas_esocialbeneficiosprevidenciarioscessacaomotivos","TabelasEsocialbeneficiosprevidenciarioscessacaomotivos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialbeneficiosprevidenciariostipos","TabelasEsocialbeneficiosprevidenciariostipos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialclassificacoestributarias","TabelasEsocialclassificacoestributarias","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialclassificacoestributarias","TabelasEsocialclassificacoestributarias","codigo",2,"NO","character varying","2",NULL,NULL,"",""
"public","tabelas_esocialclassificacoestributarias","TabelasEsocialclassificacoestributarias","descricao",3,"NO","character varying","149",NULL,NULL,"",""
"public","tabelas_esocialclassificacoestributarias","TabelasEsocialclassificacoestributarias","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialclassificacoestributarias","TabelasEsocialclassificacoestributarias","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialclassificacoestributarias","TabelasEsocialclassificacoestributarias","tpinsc",6,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialcodificacoesacidentetrabalho","TabelasEsocialcodificacoesacidentetrabalho","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialcodificacoesacidentetrabalho","TabelasEsocialcodificacoesacidentetrabalho","codigo",2,"NO","character varying","6",NULL,NULL,"",""
"public","tabelas_esocialcodificacoesacidentetrabalho","TabelasEsocialcodificacoesacidentetrabalho","descricao",3,"NO","character varying","350",NULL,NULL,"",""
"public","tabelas_esocialcodificacoesacidentetrabalho","TabelasEsocialcodificacoesacidentetrabalho","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialcodificacoesacidentetrabalho","TabelasEsocialcodificacoesacidentetrabalho","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpas","TabelasEsocialcodigoaliquotasfpas","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialcodigoaliquotasfpas","TabelasEsocialcodigoaliquotasfpas","codfpas",2,"NO","character varying","3",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpas","TabelasEsocialcodigoaliquotasfpas","indcoop",3,"YES","character varying","6",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpas","TabelasEsocialcodigoaliquotasfpas","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpas","TabelasEsocialcodigoaliquotasfpas","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpas","TabelasEsocialcodigoaliquotasfpas","classtrib",6,"YES","character varying","2",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpas","TabelasEsocialcodigoaliquotasfpas","codterc",7,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpas","TabelasEsocialcodigoaliquotasfpas","aliqterc",8,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpasterceiros","TabelasEsocialcodigoaliquotasfpasterceiros","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialcodigoaliquotasfpasterceiros","TabelasEsocialcodigoaliquotasfpasterceiros","codfpas",2,"NO","character varying","3",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpasterceiros","TabelasEsocialcodigoaliquotasfpasterceiros","indcoop",3,"YES","character varying","6",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpasterceiros","TabelasEsocialcodigoaliquotasfpasterceiros","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpasterceiros","TabelasEsocialcodigoaliquotasfpasterceiros","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpasterceiros","TabelasEsocialcodigoaliquotasfpasterceiros","classtrib",6,"YES","character varying","2",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpasterceiros","TabelasEsocialcodigoaliquotasfpasterceiros","codterc",7,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esocialcodigoaliquotasfpasterceiros","TabelasEsocialcodigoaliquotasfpasterceiros","aliqterc",8,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadescategoriasclassificacoeslotacoes","TabelasEsocialcompatibilidadescategoriasclassificacoeslotacoes","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialcompatibilidadescategoriasclassificacoeslotacoes","TabelasEsocialcompatibilidadescategoriasclassificacoeslotacoes","codcateg",2,"NO","character varying","3",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadescategoriasclassificacoeslotacoes","TabelasEsocialcompatibilidadescategoriasclassificacoeslotacoes","classtrib",3,"YES","character varying","11",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadescategoriasclassificacoeslotacoes","TabelasEsocialcompatibilidadescategoriasclassificacoeslotacoes","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadescategoriasclassificacoeslotacoes","TabelasEsocialcompatibilidadescategoriasclassificacoeslotacoes","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadescategoriasclassificacoeslotacoes","TabelasEsocialcompatibilidadescategoriasclassificacoeslotacoes","nclasstri",6,"YES","character varying","8",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadescategoriasclassificacoeslotacoes","TabelasEsocialcompatibilidadescategoriasclassificacoeslotacoes","cooperativ",7,"YES","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadescategoriasclassificacoeslotacoes","TabelasEsocialcompatibilidadescategoriasclassificacoeslotacoes","tplotacao",8,"NO","character varying","26",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadesfpasclassificacoestributarias","TabelasEsocialcompatibilidadesfpasclassificacoestributarias","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialcompatibilidadesfpasclassificacoestributarias","TabelasEsocialcompatibilidadesfpasclassificacoestributarias","codigo",2,"NO","character varying","3",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadesfpasclassificacoestributarias","TabelasEsocialcompatibilidadesfpasclassificacoestributarias","lclasstrib",3,"NO","character varying","56",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadesfpasclassificacoestributarias","TabelasEsocialcompatibilidadesfpasclassificacoestributarias","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadesfpasclassificacoestributarias","TabelasEsocialcompatibilidadesfpasclassificacoestributarias","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialcompatibilidadeslotacoesclassificacoes","TabelasEsocialcompatibilidadeslotacoesclassificacoes","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialdependentestipos","TabelasEsocialdependentestipos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialdependentestipos","TabelasEsocialdependentestipos","codigo",2,"NO","character varying","2",NULL,NULL,"",""
"public","tabelas_esocialdependentestipos","TabelasEsocialdependentestipos","descricao",3,"NO","character varying","223",NULL,NULL,"",""
"public","tabelas_esocialdependentestipos","TabelasEsocialdependentestipos","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialdependentestipos","TabelasEsocialdependentestipos","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialdesligamentosmotivos","TabelasEsocialdesligamentosmotivos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialdesligamentosmotivos","TabelasEsocialdesligamentosmotivos","codigo",2,"NO","character varying","2",NULL,NULL,"",""
"public","tabelas_esocialdesligamentosmotivos","TabelasEsocialdesligamentosmotivos","descricao",3,"NO","character varying","236",NULL,NULL,"",""
"public","tabelas_esocialdesligamentosmotivos","TabelasEsocialdesligamentosmotivos","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialdesligamentosmotivos","TabelasEsocialdesligamentosmotivos","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialdesligamentosmotivos","TabelasEsocialdesligamentosmotivos","geradae",6,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialdesligamentosmotivos","TabelasEsocialdesligamentosmotivos","lcategtrab",7,"YES","character varying","23",NULL,NULL,"",""
"public","tabelas_esocialdesligamentosmotivos","TabelasEsocialdesligamentosmotivos","geraindcom",8,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialdesligamentosmotivos","TabelasEsocialdesligamentosmotivos","descresum",9,"NO","character varying","101",NULL,NULL,"",""
"public","tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco","codigo",2,"NO","character varying","6",NULL,NULL,"",""
"public","tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco","descricao",3,"NO","character varying","206",NULL,NULL,"",""
"public","tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco","codigopai",6,"YES","character varying","6",NULL,NULL,"",""
"public","tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco","tipo",7,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialfinanciamentosaposentadoriasespeciais","TabelasEsocialfinanciamentosaposentadoriasespeciais","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialinscricoestipos","TabelasEsocialinscricoestipos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialinscricoestipos","TabelasEsocialinscricoestipos","codigo",2,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialinscricoestipos","TabelasEsocialinscricoestipos","descricao",3,"NO","character varying","56",NULL,NULL,"",""
"public","tabelas_esocialinscricoestipos","TabelasEsocialinscricoestipos","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialinscricoestipos","TabelasEsocialinscricoestipos","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esociallogradourostipos","TabelasEsociallogradourostipos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esociallogradourostipos","TabelasEsociallogradourostipos","codigo",2,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esociallogradourostipos","TabelasEsociallogradourostipos","descricao",3,"NO","character varying","25",NULL,NULL,"",""
"public","tabelas_esociallogradourostipos","TabelasEsociallogradourostipos","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esociallogradourostipos","TabelasEsociallogradourostipos","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esociallotacoestributariastipos","TabelasEsociallotacoestributariastipos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esociallotacoestributariastipos","TabelasEsociallotacoestributariastipos","codigo",2,"NO","character varying","2",NULL,NULL,"",""
"public","tabelas_esociallotacoestributariastipos","TabelasEsociallotacoestributariastipos","descricao",3,"NO","character varying","410",NULL,NULL,"",""
"public","tabelas_esociallotacoestributariastipos","TabelasEsociallotacoestributariastipos","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esociallotacoestributariastipos","TabelasEsociallotacoestributariastipos","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esociallotacoestributariastipos","TabelasEsociallotacoestributariastipos","tpinscr",6,"NO","character varying","13",NULL,NULL,"",""
"public","tabelas_esociallotacoestributariastipos","TabelasEsociallotacoestributariastipos","nrinscr",7,"NO","character varying","98",NULL,NULL,"",""
"public","tabelas_esociallotacoestributariastipos","TabelasEsociallotacoestributariastipos","cdvalid",8,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esociallotacoestributariastipos","TabelasEsociallotacoestributariastipos","txclasstrb",9,"NO","character varying","50",NULL,NULL,"",""
"public","tabelas_esocialnaturezasjuridicas","TabelasEsocialnaturezasjuridicas","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialnaturezasjuridicas","TabelasEsocialnaturezasjuridicas","codigo",2,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esocialnaturezasjuridicas","TabelasEsocialnaturezasjuridicas","descricao",3,"NO","character varying","72",NULL,NULL,"",""
"public","tabelas_esocialnaturezasjuridicas","TabelasEsocialnaturezasjuridicas","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialnaturezasjuridicas","TabelasEsocialnaturezasjuridicas","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialnaturezasjuridicas","TabelasEsocialnaturezasjuridicas","esocfilial",6,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialnaturezaslesoes","TabelasEsocialnaturezaslesoes","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialnaturezaslesoes","TabelasEsocialnaturezaslesoes","codigo",2,"NO","character varying","9",NULL,NULL,"",""
"public","tabelas_esocialnaturezaslesoes","TabelasEsocialnaturezaslesoes","descricao",3,"NO","character varying","529",NULL,NULL,"",""
"public","tabelas_esocialnaturezaslesoes","TabelasEsocialnaturezaslesoes","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialnaturezaslesoes","TabelasEsocialnaturezaslesoes","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialnaturezasrubricas","TabelasEsocialnaturezasrubricas","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialnaturezasrubricas","TabelasEsocialnaturezasrubricas","codigo",2,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esocialnaturezasrubricas","TabelasEsocialnaturezasrubricas","nome",3,"NO","character varying","67",NULL,NULL,"",""
"public","tabelas_esocialnaturezasrubricas","TabelasEsocialnaturezasrubricas","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialnaturezasrubricas","TabelasEsocialnaturezasrubricas","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialnaturezasrubricas","TabelasEsocialnaturezasrubricas","descricao",6,"NO","character varying","643",NULL,NULL,"",""
"public","tabelas_esocialpaises","TabelasEsocialpaises","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialpaises","TabelasEsocialpaises","codigo",2,"NO","character varying","3",NULL,NULL,"",""
"public","tabelas_esocialpaises","TabelasEsocialpaises","descricao",3,"NO","character varying","49",NULL,NULL,"",""
"public","tabelas_esocialpaises","TabelasEsocialpaises","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialpaises","TabelasEsocialpaises","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialpartescorpoatingidas","TabelasEsocialpartescorpoatingidas","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialpartescorpoatingidas","TabelasEsocialpartescorpoatingidas","codigo",2,"NO","character varying","9",NULL,NULL,"",""
"public","tabelas_esocialpartescorpoatingidas","TabelasEsocialpartescorpoatingidas","descricao",3,"NO","character varying","393",NULL,NULL,"",""
"public","tabelas_esocialpartescorpoatingidas","TabelasEsocialpartescorpoatingidas","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialpartescorpoatingidas","TabelasEsocialpartescorpoatingidas","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialprocedimentosdiagnosticos","TabelasEsocialprocedimentosdiagnosticos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialprocedimentosdiagnosticos","TabelasEsocialprocedimentosdiagnosticos","codigo",2,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esocialprocedimentosdiagnosticos","TabelasEsocialprocedimentosdiagnosticos","descricao",3,"NO","character varying","151",NULL,NULL,"",""
"public","tabelas_esocialprocedimentosdiagnosticos","TabelasEsocialprocedimentosdiagnosticos","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialprocedimentosdiagnosticos","TabelasEsocialprocedimentosdiagnosticos","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialprogramasplanosdocumentos","TabelasEsocialprogramasplanosdocumentos","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialprogramasplanosdocumentos","TabelasEsocialprogramasplanosdocumentos","codigo",2,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esocialprogramasplanosdocumentos","TabelasEsocialprogramasplanosdocumentos","descricao",3,"NO","character varying","122",NULL,NULL,"",""
"public","tabelas_esocialprogramasplanosdocumentos","TabelasEsocialprogramasplanosdocumentos","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialprogramasplanosdocumentos","TabelasEsocialprogramasplanosdocumentos","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","id",1,"NO","integer","",32,0,"",""
